# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.01471388657063,4.838383105337639,-8.585156946907112,0,3.0,-0.18096178048114928,0.0,0.0,0.0
 0.1498807871184338,2.0480326971190537,4.833352937658406,-8.585156946907112,0.44964236135530133,2.9999999999999996,-0.18096178048114928,0.0,-5.66822675238388,0.0
 0.2109035878931088,2.0806564185649696,4.828226085686128,-8.931048018763518,0.6327107636793263,2.9999999999999996,-0.19062663837341365,0.0,-7.744693909871411,0.0
 0.2570072949851149,2.1125908116189986,4.8230034344154715,-9.288107118301472,0.7710218849553445,3.0,-0.20091803518636478,0.0,-9.63565908537237,0.0
 0.2952729063326353,2.143841636991763,4.817685868841105,-9.656821503939536,0.8858187189979058,2.9999999999999987,-0.21188292065883227,0.0,-11.477376976124107,0.0
 0.3284584191735652,2.174414655393882,4.812274273957692,-10.037704144960896,0.9853752575206954,2.9999999999999982,-0.2235721226188515,0.0,-13.329651685707695,0.0
 0.3579859012006191,2.204315627535977,4.806769534759897,-10.431295195537519,1.0739577036018573,3.0000000000000036,-0.23604067946336887,0.0,-15.227823874298995,0.0
 0.3847046465793068,2.233550314128669,4.801172536242389,-10.838163544306415,1.1541139397379203,3.0,-0.24934819880289832,0.0,-17.196877528800115,0.0
 0.4091710007152046,2.262124475882579,4.795484163399833,-11.258908439957702,1.2275130021456138,3.0,-0.2635592435524707,0.0,-19.2568287646483,0.0
 0.4317735152690634,2.2900438735083273,4.789705301226895,-11.69416119237183,1.2953205458071901,3.000000000000005,-0.2787437463796233,0.0,-21.425223063527287,0.0
 0.45279666887061615,2.3173142677165357,4.783836834718241,-12.144586947783894,1.3583900066118484,2.9999999999999973,-0.2949774531255447,0.0,-23.718458496740954,0.0
 0.47245644512248747,2.3439414192178236,4.777879648868537,-12.610886534869119,1.4173693353674623,3.0,-0.31234239503313116,0.0,-26.15256505104086,0.0
 0.4909216259168626,2.369931088722813,4.7718346286724485,-13.093798376773245,1.472764877750588,3.000000000000009,-0.3309273894972357,0.0,-28.74370743798284,0.0
 0.5083272471734419,2.395289036942124,4.765702659124642,-13.594100461948695,1.524981741520326,3.000000000000006,-0.35082856753141867,0.0,-31.508537381355,0.0
 0.5247834823669647,2.4200210245863785,4.759484625219783,-14.112612363700178,1.5743504471008942,2.9999999999999933,-0.37214992542890624,0.0,-34.464459609504146,0.0
 0.5403817229125093,2.444132812366196,4.753181411952538,-14.650197294961432,1.621145168737528,3.0,-0.39500389638125444,0.0,-37.62984624223871,0.0
 0.5551988678490152,2.467630160992199,4.746793904317573,-15.207764180671113,1.6655966035470455,2.9999999999999925,-0.41951193578722334,0.0,-41.02421901889196,0.0
 0.5693004292718029,2.490518831175007,4.740322987309554,-15.786269724987914,1.707901287815409,3.0000000000000155,-0.44580511175126386,0.0,-44.668410388269656,0.0
 0.5827428310581666,2.5128045836252406,4.733769545923147,-16.386720444585215,1.7482284931745002,3.0000000000000164,-0.4740246888865684,0.0,-48.58470944477342,0.0
 0.5955751438265975,2.5344931790535212,4.727134465153017,-17.010174631943887,1.7867254314797931,3.0000000000000173,-0.5043226898608597,0.0,-52.79699543035966,0.0
 0.6078404170056803,2.555590378170471,4.720418629993832,-17.657744203932033,1.8235212510170413,2.999999999999991,-0.5368624142203356,0.0,-57.15197898033552,0.0
 0.6196134507467932,2.5761019416867086,4.713622925440255,-18.330596380838898,1.8472410193480207,2.0147541281689247,-0.5718188882393712,0.0,-60.70004614340874,0.0
 0.6311350029097368,2.5960336303128564,4.7067482364869555,-19.029955128773267,1.8126763628591898,-3.0000000000000098,-0.609379212389467,0.0,-63.47557130910095,0.0
 0.6425905462145908,2.615391204759535,4.699795448128597,-19.75710228470502,1.7783097329446278,-3.0,-0.6497427644918663,0.0,-66.39506592494783,0.0
 0.6539810911517443,2.6341804257373638,4.692765445359846,-20.513378266728413,1.7441380981331673,-2.9999999999999902,-0.6931212065335659,0.0,-69.46423095121641,0.0
 0.6653078412840362,2.6524070539569653,4.685659113175369,-21.300182253844653,1.7101578477362918,-2.9999999999999902,-0.7397382311321615,0.0,-72.68839805851826,0.0
 0.6765722172517227,2.67007685012896,4.678477336569832,-22.118971698064655,1.6763647198332323,-3.0,-0.789828970114276,0.0,-76.07235644802819,0.0
 0.6877758837286715,2.687195574963969,4.6712210005379005,-22.97126100782393,1.642753720402386,-2.99999999999998,-0.8436389717246224,0.0,-79.62014255333031,0.0
 0.6989207797171784,2.703768989172612,4.663890990074242,-23.858619215170886,1.6093190324368656,-2.9999999999999902,-0.9014226362468348,0.0,-83.33478704956566,0.0
 0.7100091526267142,2.7198028534655108,4.656488190173518,-24.782666410313226,1.5760539137082583,-2.99999999999999,-0.9634409807632985,0.0,-87.2180133268873,0.0
 0.7210435966505777,2.735302928553286,4.6490134858304,-25.745068696241347,1.5429505816366678,-2.99999999999999,-1.0299585848709427,0.0,-91.26988156977946,0.0
 0.7320270960365738,2.750274975146559,4.641467762039551,-26.747531384422956,1.5100000834786798,-2.9999999999999796,-1.101239550369,0.0,-95.48837284489419,0.0
 0.742963073946892,2.7647247539559494,4.633851903795638,-27.79179012054695,1.4771921497477252,-3.0,-1.1775422917474947,0.0,-99.86890845577284,0.0
 0.7538554477230966,2.778658025692079,4.626166796093327,-28.87959960006879,1.444515028419111,-3.00000000000001,-1.259112962455522,0.0,-104.40380121684925,0.0
