# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 2.3435498210687395,2.5125006568563446,1.4980456863741074,-92.11925418431302,0.16208443572951628,0.500000000000008,-0.2802656833068197,0.0,-2.61901900114284,0.0
 2.353866634017244,2.5124370353060703,1.4963480741681492,-92.14627411345637,0.16724284220376842,0.49999999999998923,-0.2822376244872496,0.0,-2.7217863797760113,0.0
 2.364049073184049,2.512371452442251,1.4946204579475317,-92.17398853769349,0.1723340617871709,0.49999999999999456,-0.2852268758687408,0.0,-2.834780738871052,0.0
 2.374095923548667,2.5123039428763017,1.4928651063205496,-92.20246915559343,0.17735748696947978,0.4999999999999972,-0.28920680915101704,0.0,-2.9585886775660053,0.0
 2.384005953957952,2.512234541219638,1.4910842878954977,-92.23178885935667,0.18231250217412237,0.5000000000000112,-0.2941679749278671,0.0,-3.0939234631758157,0.0
 2.3937779148360816,2.512163282083675,1.4892802712806716,-92.26202255839877,0.1871984826131872,0.49999999999999717,-0.3001163837634234,0.0,-3.2416316077609806,0.0
 2.4034105361152927,2.512090200079829,1.4874553250843654,-92.29324796800304,0.19201479325279264,0.49999999999999134,-0.3070724578876659,0.0,-3.4027029155865725,0.0
 2.4129025253313907,2.5120153298195147,1.4856117179148745,-92.32554638738338,0.19676078786084164,0.49999999999999706,-0.3150705035283429,0.0,-3.578283954581033,0.0
 2.422252565840293,2.511938705914148,1.4837517183804936,-92.35900348731106,0.20143580811529285,0.5,-0.3241586712072204,0.0,-3.769695339467172,0.0
 2.4314593151208497,2.511860362975144,1.4818775950895178,-92.3937101271656,0.20603918275557118,0.500000000000006,-0.33439932179792464,0.0,-3.97845312976753,0.0
 2.4405214031360614,2.5117803356139192,1.479991616650242,-92.42976321959196,0.210570226763177,0.49999999999999695,-0.34586981979120607,0.0,-4.206294966690476,0.0
 2.4494374307299314,2.5116986584418886,1.4780960516709614,-92.46726666158293,0.21502824056011197,0.4999999999999969,-0.3586637249900427,0.0,-4.455211732240455,0.0
 2.4582059680410993,2.511615366070467,1.4761931687599703,-92.50633235188623,0.21941250921569597,0.5000000000000063,-0.37289243635135744,0.0,-4.727485702470987,0.0
 2.4668255529173644,2.511530493111071,1.474285236525564,-92.54708131615001,0.22372230165382853,0.5,-0.38868731808237367,0.0,-5.025736512018116,0.0
 2.4752946893174914,2.5114440741751154,1.4723745235760377,-92.5896449641814,0.22795686985389202,0.4999999999999967,-0.4062023849607146,0.0,-5.286251670397963,0.0
 2.4837168275828763,2.5113561438740155,1.470463298519686,-92.6341665066551,0.22638064981880285,-0.18715200171522542,-0.42561764206020536,0.0,-5.4709836147304625,0.0
 2.4922410821644356,2.511266736819188,1.4685538299648035,-92.68080256379861,0.2221185225280232,-0.4999999999999967,-0.44714320341318303,0.0,-5.640836692085894,0.0
 2.5009139870737283,2.5111758876220476,1.4666483865196858,-92.72972500403793,0.21778207007337683,-0.5000000000000064,-0.47102435768516315,0.0,-5.827445384439389,0.0
 2.5097339845813256,2.511083630894009,1.4647492367926274,-92.78112305780434,0.21337207131957805,-0.5000000000000125,-0.49754778875916755,0.0,-6.0322739128163665,0.0
 2.5186995429146943,2.5109900012464896,1.4628586493919236,-92.83520576145254,0.2088892921528937,-0.4999999999999969,-0.5270492418291924,0.0,-6.257022165085157,0.0
 2.527809153692075,2.510895033290903,1.460978892925869,-92.89220479800193,0.20433448676420338,-0.49999999999999695,-0.5599229784065171,0.0,-6.503661443688845,0.0
 2.537061329216653,2.510798761638666,1.4591122360027584,-92.95237781523137,0.1997083990019143,-0.500000000000006,-0.5966335033932054,0.0,-6.774478401071402,0.0
 2.5464545995876255,2.510701220901194,1.4572609472308873,-93.01601232247494,0.19501176381642815,-0.4999999999999911,-0.6377301594157522,0.0,-7.072128746396579,0.0
 2.5559875095758944,2.5106024456899014,1.45542729521855,-93.08343028923979,0.19024530882229365,-0.5000000000000088,-0.6838654116327245,0.0,-7.399703330284774,0.0
 2.5656586152008174,2.5105024706162054,1.4536135485740418,-93.15499360174007,0.18540975600983212,-0.5000000000000029,-0.7358178826503831,0.0,-7.760809564183075,0.0
 2.5754664799299687,2.5104013302915202,1.4518219759056576,-93.23111057213427,0.18050582364525644,-0.5000000000000028,-0.7945215556836271,0.0,-8.159672231666944,0.0
 2.5854096704051535,2.5102990593272616,1.4500548458216924,-93.3122437473488,0.1755342284076641,-0.4999999999999944,-0.8611030969627066,0.0,-8.601259084301494,0.0
 2.5954867515736613,2.510195692334845,1.4483144269304407,-93.3989193332927,0.17049568782341026,-0.4999999999999945,-0.9369298861607138,0.0,-9.091438163037747,0.0
 2.6056962810720665,2.5100912639256867,1.446602987840198,-93.49173863940115,0.16539092307420755,-0.5000000000000081,-1.0236723745713439,0.0,-9.637176335536715,0.0
 2.616036802668223,2.5099858087112015,1.444922797159259,-93.59139206942473,0.16022066227612938,-0.5000000000000027,-1.1233857557448497,0.0,-10.246791666590388,0.0
 2.6265068385117054,2.5098793613028048,1.4432761234959186,-93.69867634545463,0.15498564435438805,-0.5000000000000027,-1.2386179686130485,0.0,-10.930277017930276,0.0
 2.6371048798689913,2.5097719563119125,1.4416652354584716,-93.81451587333726,0.1496866236757452,-0.4999999999999895,-1.3725540065161008,0.0,-11.699718622503651,0.0
 2.647829375919557,2.5096636283499403,1.4400924016552132,-93.93998945949703,0.14432437565046236,-0.5,-1.5292108926533676,0.0,-12.569842899578031,0.0
 2.65867872005248,2.509554412028303,1.4385598906944381,-94.07636401081132,0.13889970358400086,-0.5000000000000026,-1.7137042985175224,0.0,-13.558738436825315,0.0
 2.6696512329144997,2.5094443419584165,1.4370699711844415,-94.22513744270215,0.1334134471529909,-0.5000000000000101,-1.9326179229511824,0.0,-14.68882033218308,0.0
 2.680745141197105,2.5093334527516964,1.4356249117335178,-94.38809386824705,0.12786649301168815,-0.500000000000005,-2.194522506008773,0.0,-15.988134567776514,0.0
 2.6919585507773713,2.5092217790195583,1.4342269809499626,-94.56737536957993,0.12225978822155505,-0.4999999999999963,-2.510716459696772,0.0,-17.492146757488506,0.0
